,haight,mission,soma,sunset,richmond,glen_park,castro,potrero,hayes_valley,fillmore,bernal,marina,north_beach,excelsior,target
0,-3.12650942429,7.80774944985,0.959735534995,-2.24856889263,4.55767511577,1.11015571755,0.617296062601,0.35686448299,0.860266633386,-0.395961752995,-1.14497458215,-1.80574193932,1.49838805385,2.15772961074,1
1,0.941629131866,2.9354954346,-0.584965645164,-0.880962504431,-1.26207178203,0.120989392334,3.97078725993,2.50962919662,1.4000166296,0.574335376745,-3.38987933483,-0.898019782828,0.51207914506,4.3406935064,1
2,-0.724688282642,4.19260570971,-1.13960201485,0.85697229497,0.906893476572,-2.79948396397,0.584498218259,3.4689547546,1.01133609829,0.839611580636,-1.38478125724,-0.241725888206,1.50225474976,-1.53935566732,1
3,-2.64103412351,6.96318912482,0.962412285423,-0.83885799918,1.54962035873,-2.3356710204,-0.838584669551,1.92433327737,2.79430595992,-0.421610491913,-1.27327506582,0.833424386351,2.26845653209,-0.00467775955901,0
4,1.25911649155,4.74179682645,1.08433221544,0.186698215335,4.79414526093,-1.09300593534,2.16135835375,3.26416666187,-0.060052011254,1.1541445058,-2.03077323139,-1.44298561059,0.588192945814,0.533463982457,1
5,-0.490419588803,-0.393896816465,-1.35949278101,-1.9817731557,1.15661265373,0.00627840677629,1.33908480529,0.797320760355,-1.81840297043,0.0346937351334,0.735716633453,0.831180305592,-1.86688011885,-0.395463403411,0
6,2.60328304559,-6.03063259577,1.37390410387,-0.736050852609,-0.745108420226,0.619826235382,-2.02445357047,-0.116122264892,-3.72923940645,1.23640709187,0.649580929862,-2.61119200451,1.65544273142,-6.32862251673,0
7,-1.49515364443,-2.07248569254,1.40084702449,2.18359214264,-3.60361076575,0.14682046899,0.789444058592,-2.24663482781,1.7531233469,-0.0712945091638,3.68372500607,-0.682471751429,-1.71577758642,1.15021480691,1
8,-1.34362074011,1.25077767738,-2.12165171068,1.31133311382,0.683314591223,-1.94526125886,1.61968497934,2.12264517708,-0.551185372076,-0.29669600765,1.54742161221,0.0840632471378,-1.59705305779,-1.48302444643,0
9,-3.68802962234,1.27209178945,0.277729696631,1.43532315505,-0.842799293906,1.20969908722,-1.07867361512,-1.89614069781,0.359008421496,0.947909294372,0.427939488285,0.381547746044,-1.78418616354,2.65543009959,1
10,0.821418928413,3.24784750455,0.499053774109,-0.0429216344372,1.37324794034,-3.76664122014,1.74682005851,1.62443929022,2.13526024283,0.326165704602,1.03907503695,2.22681709908,2.86662444328,-2.52923145968,1
11,-3.15672516983,0.860197158462,0.31152910956,-1.11338525131,-1.75056543711,3.04063203391,1.25600898019,-3.02990455191,2.37053022006,0.293140903181,2.75631307851,0.419660532512,-4.02363248296,6.44917366909,1
12,0.19456931422,3.08049147776,-0.460977939859,0.157150331565,3.35851091157,1.08821402591,1.09449748269,-0.615180810624,0.758288035113,-0.684826056979,-0.228784998129,0.813907496714,0.218109353154,2.41145082306,1
13,-0.841097232296,3.57346883993,1.2610596819,0.385204854124,-0.451494183876,0.81903301361,-1.24097990601,0.576550673208,2.67655724776,0.634844046786,-2.26060096563,0.680396861854,0.8967068098,3.04161760801,1
14,-1.44739418431,4.88195960422,1.26253154419,-1.02180606321,2.37965512684,3.63464224361,2.31205253057,-0.386980366129,1.22250238901,0.352952627638,-0.123461155847,0.572280579721,-0.0967278829148,4.56811634241,0
15,-2.55736139399,3.1210103393,-1.21207636328,-1.37584141269,0.154874556252,-0.508986771833,1.48773667983,2.65590597063,-0.479795855748,-0.323120527245,2.19448094542,1.20554803758,1.31406192004,-3.87550021069,0
